#             eta             phi             dep             det    value      DetId
               24              29               2              HE  0.89547   4400AC1D
               25              29               1              HE  0.85109   44006C9D
               25              29               2              HE  0.90004   4400AC9D
               26              29               1              HE  0.84743   44006D1D
               26              29               2              HE  0.78416   4400AD1D
               27              29               1              HE  0.85461   44006D9D
               27              29               2              HE  0.84028   4400AD9D
               27              29               3              HE  0.89466   4400ED9D
               28              29               1              HE  0.84575   44006E1D
               28              29               2              HE  0.75228   4400AE1D
               28              29               3              HE  0.83215   4400EE1D
               29              29               1              HE  0.98092   44006E9D
               29              29               2              HE  0.98092   4400AE9D
               16              30               3              HE  1.09193   4400E81E
               17              30               1              HE  1.14722   4400689E
               18              30               1              HE  0.95051   4400691E
               18              30               2              HE  0.87834   4400A91E
               19              30               1              HE  0.88006   4400699E
               19              30               2              HE  0.88565   4400A99E
               20              30               1              HE  0.87789   44006A1E
               20              30               2              HE  0.77986   4400AA1E
               16              31               3              HE  1.02197   4400E81F
               17              31               1              HE  0.94961   4400689F
               18              31               1              HE  0.87990   4400691F
               18              31               2              HE  0.89713   4400A91F
               19              31               1              HE  0.92494   4400699F
               19              31               2              HE  0.94797   4400A99F
               20              31               1              HE  0.87503   44006A1F
               20              31               2              HE  0.87760   4400AA1F
               21              31               1              HE  0.94090   44006A9F
               21              31               2              HE  1.00431   4400AA9F
               22              31               1              HE  0.84598   44006B1F
               22              31               2              HE  0.91796   4400AB1F
               23              31               1              HE  0.91341   44006B9F
               23              31               2              HE  0.81923   4400AB9F
               24              31               1              HE  0.92619   44006C1F
               24              31               2              HE  0.93412   4400AC1F
               25              31               1              HE  0.92344   44006C9F
               25              31               2              HE  0.85339   4400AC9F
               26              31               1              HE  0.91491   44006D1F
               26              31               2              HE  0.81163   4400AD1F
               27              31               1              HE  0.89310   44006D9F
               27              31               2              HE  0.92232   4400AD9F
               27              31               3              HE  0.92283   4400ED9F
               28              31               1              HE  0.80673   44006E1F
               28              31               2              HE  0.80763   4400AE1F
               28              31               3              HE  0.90939   4400EE1F
               29              31               1              HE  0.98092   44006E9F
               29              31               2              HE  0.98092   4400AE9F
               16              32               3              HE  1.08781   4400E820
               17              32               1              HE  1.00305   440068A0
               18              32               1              HE  0.83612   44006920
               18              32               2              HE  0.87675   4400A920
               19              32               1              HE  0.89117   440069A0
               19              32               2              HE  0.92630   4400A9A0
               20              32               1              HE  0.91082   44006A20
               20              32               2              HE  0.83575   4400AA20
               16              33               3              HE  1.18000   4400E821
               17              33               1              HE  1.26385   440068A1
               18              33               1              HE  0.86443   44006921
               18              33               2              HE  0.90829   4400A921
               19              33               1              HE  1.01488   440069A1
               19              33               2              HE  1.01380   4400A9A1
               20              33               1              HE  0.94387   44006A21
               20              33               2              HE  0.92480   4400AA21
               21              33               1              HE  1.08333   44006AA1
               21              33               2              HE  1.11085   4400AAA1
               22              33               1              HE  0.97147   44006B21
               22              33               2              HE  0.83966   4400AB21
               23              33               1              HE  0.98720   44006BA1
               23              33               2              HE  0.92799   4400ABA1
               24              33               1              HE  1.07559   44006C21
               24              33               2              HE  0.93207   4400AC21
               25              33               1              HE  0.98729   44006CA1
               25              33               2              HE  1.02757   4400ACA1
               26              33               1              HE  0.97455   44006D21
               26              33               2              HE  0.95938   4400AD21
               27              33               1              HE  0.90742   44006DA1
               27              33               2              HE  1.06191   4400ADA1
               27              33               3              HE  1.02288   4400EDA1
               28              33               1              HE  0.90716   44006E21
               28              33               2              HE  0.82891   4400AE21
               28              33               3              HE  0.91676   4400EE21
               29              33               1              HE  0.98092   44006EA1
               29              33               2              HE  0.98092   4400AEA1
               16              34               3              HE  1.08709   4400E822
               17              34               1              HE  1.19263   440068A2
               18              34               1              HE  0.92712   44006922
               18              34               2              HE  0.88863   4400A922
               19              34               1              HE  1.01361   440069A2
               19              34               2              HE  0.93659   4400A9A2
               20              34               1              HE  0.93665   44006A22
               20              34               2              HE  0.86334   4400AA22
               16              35               3              HE  1.14937   4400E823
               17              35               1              HE  1.02050   440068A3
               18              35               1              HE  1.00034   44006923
               18              35               2              HE  0.96227   4400A923
               19              35               1              HE  1.03976   440069A3
               19              35               2              HE  0.93278   4400A9A3
               20              35               1              HE  0.97710   44006A23
               20              35               2              HE  0.94254   4400AA23
               21              35               1              HE  1.03586   44006AA3
               21              35               2              HE  1.00190   4400AAA3
               22              35               1              HE  1.02872   44006B23
               22              35               2              HE  1.03203   4400AB23
               23              35               1              HE  0.96351   44006BA3
               23              35               2              HE  0.95806   4400ABA3
               24              35               1              HE  1.03893   44006C23
               24              35               2              HE  1.08976   4400AC23
               25              35               1              HE  1.05808   44006CA3
               25              35               2              HE  0.99895   4400ACA3
               26              35               1              HE  1.04680   44006D23
               26              35               2              HE  1.08412   4400AD23
               27              35               1              HE  0.99773   44006DA3
               27              35               2              HE  0.96739   4400ADA3
               27              35               3              HE  0.99450   4400EDA3
               28              35               1              HE  0.99230   44006E23
               28              35               2              HE  0.99324   4400AE23
               28              35               3              HE  1.06174   4400EE23
               29              35               1              HE  0.98092   44006EA3
               29              35               2              HE  0.98092   4400AEA3
               16              36               3              HE  1.13672   4400E824
               17              36               1              HE  1.02083   440068A4
               18              36               1              HE  1.03891   44006924
               18              36               2              HE  0.98207   4400A924
               19              36               1              HE  1.04219   440069A4
               19              36               2              HE  0.95745   4400A9A4
               20              36               1              HE  0.93642   44006A24
               20              36               2              HE  0.94273   4400AA24
               16              37               3              HE  1.15772   4400E825
               17              37               1              HE  1.00880   440068A5
               18              37               1              HE  0.95425   44006925
               18              37               2              HE  0.95756   4400A925
               19              37               1              HE  1.12967   440069A5
               19              37               2              HE  0.82925   4400A9A5
               20              37               1              HE  1.04930   44006A25
               20              37               2              HE  0.92887   4400AA25
               21              37               1              HE  1.00762   44006AA5
               21              37               2              HE  0.94659   4400AAA5
               22              37               1              HE  0.93122   44006B25
               22              37               2              HE  0.84552   4400AB25
               23              37               1              HE  0.94796   44006BA5
               23              37               2              HE  0.99666   4400ABA5
               24              37               1              HE  0.91284   44006C25
               24              37               2              HE  0.96679   4400AC25
               25              37               1              HE  1.16145   44006CA5
               25              37               2              HE  1.02800   4400ACA5
               26              37               1              HE  0.92943   44006D25
               26              37               2              HE  0.94716   4400AD25
               27              37               1              HE  1.06966   44006DA5
               27              37               2              HE  1.08975   4400ADA5
               27              37               3              HE  1.05039   4400EDA5
               28              37               1              HE  1.02033   44006E25
               28              37               2              HE  0.95919   4400AE25
               28              37               3              HE  0.97496   4400EE25
               29              37               1              HE  0.98092   44006EA5
               29              37               2              HE  0.98092   4400AEA5
               16              38               3              HE  1.04699   4400E826
               17              38               1              HE  1.12228   440068A6
               18              38               1              HE  0.89706   44006926
               18              38               2              HE  0.86720   4400A926
               19              38               1              HE  0.90995   440069A6
               19              38               2              HE  0.84890   4400A9A6
               20              38               1              HE  0.92945   44006A26
               20              38               2              HE  0.89509   4400AA26
               16              39               3              HE  1.10854   4400E827
               17              39               1              HE  1.10121   440068A7
               18              39               1              HE  0.90656   44006927
               18              39               2              HE  0.94058   4400A927
               19              39               1              HE  1.03815   440069A7
               19              39               2              HE  0.97476   4400A9A7
               20              39               1              HE  0.95358   44006A27
               20              39               2              HE  1.04992   4400AA27
               21              39               1              HE  0.82490   44006AA7
               21              39               2              HE  0.94938   4400AAA7
               22              39               1              HE  1.03247   44006B27
               22              39               2              HE  0.97313   4400AB27
               23              39               1              HE  0.84154   44006BA7
               23              39               2              HE  0.93984   4400ABA7
               24              39               1              HE  0.99191   44006C27
               24              39               2              HE  0.98927   4400AC27
               25              39               1              HE  0.89363   44006CA7
               25              39               2              HE  0.91467   4400ACA7
               26              39               1              HE  1.04570   44006D27
               26              39               2              HE  1.01279   4400AD27
               27              39               1              HE  0.95046   44006DA7
               27              39               2              HE  0.97803   4400ADA7
               27              39               3              HE  1.02420   4400EDA7
               28              39               1              HE  0.96009   44006E27
               28              39               2              HE  0.95341   4400AE27
               28              39               3              HE  1.01535   4400EE27
               29              39               1              HE  0.98092   44006EA7
               29              39               2              HE  0.98092   4400AEA7
               16              40               3              HE  1.25380   4400E828
               17              40               1              HE  1.06588   440068A8
               18              40               1              HE  0.75360   44006928
               18              40               2              HE  0.88761   4400A928
               19              40               1              HE  0.86328   440069A8
               19              40               2              HE  0.97492   4400A9A8
               20              40               1              HE  0.84607   44006A28
               20              40               2              HE  0.98241   4400AA28
               16              41               3              HE  1.06556   4400E829
               17              41               1              HE  1.08615   440068A9
               18              41               1              HE  0.81588   44006929
               18              41               2              HE  0.84637   4400A929
               19              41               1              HE  0.86559   440069A9
               19              41               2              HE  0.86615   4400A9A9
               20              41               1              HE  0.80741   44006A29
               20              41               2              HE  0.85297   4400AA29
               21              41               1              HE  0.83443   44006AA9
               21              41               2              HE  0.87930   4400AAA9
               22              41               1              HE  0.90908   44006B29
               22              41               2              HE  0.90059   4400AB29
               23              41               1              HE  0.81930   44006BA9
               23              41               2              HE  0.90199   4400ABA9
               24              41               1              HE  0.81618   44006C29
               24              41               2              HE  0.87913   4400AC29
               25              41               1              HE  0.92943   44006CA9
               25              41               2              HE  0.85331   4400ACA9
               26              41               1              HE  0.88457   44006D29
               26              41               2              HE  0.93500   4400AD29
               27              41               1              HE  0.93638   44006DA9
               27              41               2              HE  0.84186   4400ADA9
               27              41               3              HE  0.93494   4400EDA9
               28              41               1              HE  0.84535   44006E29
               28              41               2              HE  0.92839   4400AE29
               28              41               3              HE  0.87367   4400EE29
               29              41               1              HE  0.98092   44006EA9
               29              41               2              HE  0.98092   4400AEA9
               16              42               3              HE  1.14926   4400E82A
               17              42               1              HE  1.09468   440068AA
               18              42               1              HE  0.95087   4400692A
               18              42               2              HE  0.91203   4400A92A
               19              42               1              HE  0.87591   440069AA
               19              42               2              HE  0.86372   4400A9AA
               20              42               1              HE  0.83128   44006A2A
               20              42               2              HE  0.89242   4400AA2A
               16              43               3              HE  1.10694   4400E82B
               17              43               1              HE  1.07714   440068AB
               18              43               1              HE  1.02079   4400692B
               18              43               2              HE  0.89245   4400A92B
               19              43               1              HE  0.93434   440069AB
               19              43               2              HE  0.90251   4400A9AB
               20              43               1              HE  0.84003   44006A2B
               20              43               2              HE  0.87165   4400AA2B
               21              43               1              HE  0.93994   44006AAB
               21              43               2              HE  0.95301   4400AAAB
               22              43               1              HE  0.94011   44006B2B
               22              43               2              HE  1.03418   4400AB2B
               23              43               1              HE  0.97831   44006BAB
               23              43               2              HE  0.99397   4400ABAB
               24              43               1              HE  0.88237   44006C2B
               24              43               2              HE  0.85771   4400AC2B
               25              43               1              HE  0.96514   44006CAB
               25              43               2              HE  0.89525   4400ACAB
               26              43               1              HE  0.98865   44006D2B
               26              43               2              HE  0.91918   4400AD2B
               27              43               1              HE  0.94649   44006DAB
               27              43               2              HE  0.87454   4400ADAB
               27              43               3              HE  0.92200   4400EDAB
               28              43               1              HE  0.86069   44006E2B
               28              43               2              HE  0.98786   4400AE2B
               28              43               3              HE  0.90050   4400EE2B
               29              43               1              HE  0.98092   44006EAB
               29              43               2              HE  0.98092   4400AEAB
               16              44               3              HE  1.24386   4400E82C
               17              44               1              HE  1.00474   440068AC
               18              44               1              HE  0.98689   4400692C
               18              44               2              HE  0.93740   4400A92C
               19              44               1              HE  0.98592   440069AC
               19              44               2              HE  0.93661   4400A9AC
               20              44               1              HE  0.94566   44006A2C
               20              44               2              HE  0.85151   4400AA2C
               16              45               3              HE  1.20919   4400E82D
               17              45               1              HE  1.19810   440068AD
               18              45               1              HE  1.06716   4400692D
               18              45               2              HE  0.99947   4400A92D
               19              45               1              HE  1.02224   440069AD
               19              45               2              HE  1.00521   4400A9AD
               20              45               1              HE  1.06198   44006A2D
               20              45               2              HE  0.88119   4400AA2D
               21              45               1              HE  1.21221   44006AAD
               21              45               2              HE  1.04113   4400AAAD
               22              45               1              HE  1.06029   44006B2D
               22              45               2              HE  1.11445   4400AB2D
               23              45               1              HE  1.01629   44006BAD
               23              45               2              HE  1.13961   4400ABAD
               24              45               1              HE  0.95506   44006C2D
               24              45               2              HE  0.97419   4400AC2D
               25              45               1              HE  0.96452   44006CAD
               25              45               2              HE  0.97504   4400ACAD
               26              45               1              HE  0.97795   44006D2D
               26              45               2              HE  0.97598   4400AD2D
               27              45               1              HE  1.08189   44006DAD
               27              45               2              HE  1.03544   4400ADAD
               27              45               3              HE  0.91723   4400EDAD
               28              45               1              HE  1.08198   44006E2D
               28              45               2              HE  0.95888   4400AE2D
               28              45               3              HE  0.96090   4400EE2D
               29              45               1              HE  0.98092   44006EAD
               29              45               2              HE  0.98092   4400AEAD
               16              46               3              HE  1.16013   4400E82E
               17              46               1              HE  1.08347   440068AE
               18              46               1              HE  1.10175   4400692E
               18              46               2              HE  0.98718   4400A92E
               19              46               1              HE  0.97732   440069AE
               19              46               2              HE  0.96411   4400A9AE
               20              46               1              HE  1.02744   44006A2E
               20              46               2              HE  0.94626   4400AA2E
               16              47               3              HE  1.12315   4400E82F
               17              47               1              HE  1.04936   440068AF
               18              47               1              HE  1.08853   4400692F
               18              47               2              HE  0.92471   4400A92F
               19              47               1              HE  0.98471   440069AF
               19              47               2              HE  0.97393   4400A9AF
               20              47               1              HE  1.00378   44006A2F
               20              47               2              HE  0.97484   4400AA2F
               21              47               1              HE  1.05809   44006AAF
               21              47               2              HE  0.99084   4400AAAF
               22              47               1              HE  1.05459   44006B2F
               22              47               2              HE  1.12203   4400AB2F
               23              47               1              HE  1.00983   44006BAF
               23              47               2              HE  1.10284   4400ABAF
               24              47               1              HE  1.05246   44006C2F
               24              47               2              HE  1.13323   4400AC2F
               25              47               1              HE  1.05250   44006CAF
               25              47               2              HE  0.96741   4400ACAF
               26              47               1              HE  1.00200   44006D2F
               26              47               2              HE  1.07413   4400AD2F
               27              47               1              HE  1.05002   44006DAF
               27              47               2              HE  0.95736   4400ADAF
               27              47               3              HE  0.91189   4400EDAF
               28              47               1              HE  1.08225   44006E2F
               28              47               2              HE  1.04622   4400AE2F
               28              47               3              HE  1.02808   4400EE2F
               29              47               1              HE  0.98092   44006EAF
               29              47               2              HE  0.98092   4400AEAF
               16              48               3              HE  1.20325   4400E830
               17              48               1              HE  1.02103   440068B0
               18              48               1              HE  1.02709   44006930
               18              48               2              HE  1.02489   4400A930
               19              48               1              HE  0.97206   440069B0
               19              48               2              HE  0.98723   4400A9B0
               20              48               1              HE  0.99539   44006A30
               20              48               2              HE  0.94249   4400AA30
               16              49               3              HE  1.17779   4400E831
               17              49               1              HE  1.09938   440068B1
               18              49               1              HE  1.00722   44006931
               18              49               2              HE  0.98271   4400A931
               19              49               1              HE  0.89100   440069B1
               19              49               2              HE  0.95835   4400A9B1
               20              49               1              HE  0.92319   44006A31
               20              49               2              HE  0.93398   4400AA31
               21              49               1              HE  1.02286   44006AB1
               21              49               2              HE  0.95293   4400AAB1
               22              49               1              HE  0.99401   44006B31
               22              49               2              HE  0.97672   4400AB31
               23              49               1              HE  0.93940   44006BB1
               23              49               2              HE  0.95073   4400ABB1
               24              49               1              HE  1.06035   44006C31
               24              49               2              HE  0.95777   4400AC31
               25              49               1              HE  1.02429   44006CB1
               25              49               2              HE  0.99917   4400ACB1
               26              49               1              HE  1.08307   44006D31
               26              49               2              HE  0.98696   4400AD31
               27              49               1              HE  0.97926   44006DB1
               27              49               2              HE  0.90794   4400ADB1
               27              49               3              HE  0.98224   4400EDB1
               28              49               1              HE  1.17532   44006E31
               28              49               2              HE  1.16649   4400AE31
               28              49               3              HE  0.95911   4400EE31
               29              49               1              HE  0.98092   44006EB1
               29              49               2              HE  0.98092   4400AEB1
               16              50               3              HE  1.04649   4400E832
               17              50               1              HE  1.13661   440068B2
               18              50               1              HE  0.99041   44006932
               18              50               2              HE  0.92745   4400A932
               19              50               1              HE  0.97468   440069B2
               19              50               2              HE  0.93996   4400A9B2
               20              50               1              HE  0.93931   44006A32
               20              50               2              HE  0.96038   4400AA32
               16              51               3              HE  1.03192   4400E833
               17              51               1              HE  1.09723   440068B3
               18              51               1              HE  0.92280   44006933
               18              51               2              HE  0.84875   4400A933
               19              51               1              HE  0.90081   440069B3
               19              51               2              HE  0.95066   4400A9B3
               20              51               1              HE  0.98361   44006A33
               20              51               2              HE  0.98056   4400AA33
               21              51               1              HE  0.96069   44006AB3
               21              51               2              HE  0.93179   4400AAB3
               22              51               1              HE  1.01804   44006B33
               22              51               2              HE  0.99084   4400AB33
               23              51               1              HE  1.03823   44006BB3
               23              51               2              HE  0.85899   4400ABB3
               24              51               1              HE  1.09578   44006C33
               24              51               2              HE  1.06558   4400AC33
               25              51               1              HE  1.13638   44006CB3
               25              51               2              HE  1.04689   4400ACB3
               26              51               1              HE  1.07819   44006D33
               26              51               2              HE  1.23808   4400AD33
               27              51               1              HE  1.10547   44006DB3
               27              51               2              HE  1.11755   4400ADB3
               27              51               3              HE  0.98177   4400EDB3
               28              51               1              HE  1.06929   44006E33
               28              51               2              HE  1.06027   4400AE33
               28              51               3              HE  1.06685   4400EE33
               29              51               1              HE  0.98092   44006EB3
               29              51               2              HE  0.98092   4400AEB3
               16              52               3              HE  1.32969   4400E834
               17              52               1              HE  1.11235   440068B4
               18              52               1              HE  0.99266   44006934
               18              52               2              HE  1.02160   4400A934
               19              52               1              HE  1.02233   440069B4
               19              52               2              HE  0.98533   4400A9B4
               20              52               1              HE  1.05875   44006A34
               20              52               2              HE  1.12218   4400AA34
               16              53               3              HE  1.33932   4400E835
               17              53               1              HE  1.36527   440068B5
               18              53               1              HE  1.12329   44006935
               18              53               2              HE  1.19846   4400A935
               19              53               1              HE  1.15238   440069B5
               19              53               2              HE  1.20854   4400A9B5
               20              53               1              HE  1.05826   44006A35
               20              53               2              HE  1.03495   4400AA35
               21              53               1              HE  1.05017   44006AB5
               21              53               2              HE  0.99503   4400AAB5
               22              53               1              HE  1.01477   44006B35
               22              53               2              HE  0.93420   4400AB35
               23              53               1              HE  0.92547   44006BB5
               23              53               2              HE  0.91686   4400ABB5
               24              53               1              HE  0.96433   44006C35
               24              53               2              HE  0.92312   4400AC35
               25              53               1              HE  0.91292   44006CB5
               25              53               2              HE  0.95704   4400ACB5
               26              53               1              HE  1.01924   44006D35
               26              53               2              HE  1.00750   4400AD35
               27              53               1              HE  0.99389   44006DB5
               27              53               2              HE  1.00476   4400ADB5
               27              53               3              HE  0.94351   4400EDB5
               28              53               1              HE  1.03880   44006E35
               28              53               2              HE  0.99962   4400AE35
               28              53               3              HE  1.03117   4400EE35
               29              53               1              HE  0.98092   44006EB5
               29              53               2              HE  0.98092   4400AEB5
               16              54               3              HE  1.29728   4400E836
               17              54               1              HE  1.24138   440068B6
               18              54               1              HE  1.12397   44006936
               18              54               2              HE  1.09635   4400A936
               19              54               1              HE  1.07168   440069B6
               19              54               2              HE  1.02888   4400A9B6
               20              54               1              HE  0.98083   44006A36
               20              54               2              HE  1.02718   4400AA36
               16              55               3              HE  1.14361   4400E837
               17              55               1              HE  1.11602   440068B7
               18              55               1              HE  1.02411   44006937
               18              55               2              HE  0.95591   4400A937
               19              55               1              HE  1.02001   440069B7
               19              55               2              HE  0.99729   4400A9B7
               20              55               1              HE  0.94603   44006A37
               20              55               2              HE  0.96215   4400AA37
               21              55               1              HE  1.03926   44006AB7
               21              55               2              HE  1.02823   4400AAB7
               22              55               1              HE  1.04255   44006B37
               22              55               2              HE  1.00725   4400AB37
               23              55               1              HE  0.94822   44006BB7
               23              55               2              HE  0.85835   4400ABB7
               24              55               1              HE  1.02285   44006C37
               24              55               2              HE  1.01051   4400AC37
               25              55               1              HE  1.00176   44006CB7
               25              55               2              HE  1.00308   4400ACB7
               26              55               1              HE  1.06024   44006D37
               26              55               2              HE  1.03233   4400AD37
               27              55               1              HE  1.00470   44006DB7
               27              55               2              HE  1.05300   4400ADB7
               27              55               3              HE  1.05910   4400EDB7
               28              55               1              HE  1.06995   44006E37
               28              55               2              HE  1.06171   4400AE37
               28              55               3              HE  1.03127   4400EE37
               29              55               1              HE  0.98092   44006EB7
               29              55               2              HE  0.98092   4400AEB7
               16              56               3              HE  1.31048   4400E838
               17              56               1              HE  1.15136   440068B8
               18              56               1              HE  1.04203   44006938
               18              56               2              HE  1.11814   4400A938
               19              56               1              HE  1.02204   440069B8
               19              56               2              HE  1.13707   4400A9B8
               20              56               1              HE  0.95163   44006A38
               20              56               2              HE  1.01488   4400AA38
               16              57               3              HE  1.13239   4400E839
               17              57               1              HE  1.12734   440068B9
               18              57               1              HE  0.91758   44006939
               18              57               2              HE  0.90455   4400A939
               19              57               1              HE  0.92765   440069B9
               19              57               2              HE  0.90807   4400A9B9
               20              57               1              HE  0.89205   44006A39
               20              57               2              HE  0.86540   4400AA39
               21              57               1              HE  0.90247   44006AB9
               21              57               2              HE  0.90892   4400AAB9
               22              57               1              HE  0.91316   44006B39
               22              57               2              HE  0.81843   4400AB39
               23              57               1              HE  0.87744   44006BB9
               23              57               2              HE  0.82072   4400ABB9
               24              57               1              HE  1.02976   44006C39
               24              57               2              HE  0.90825   4400AC39
               25              57               1              HE  0.90629   44006CB9
               25              57               2              HE  0.97427   4400ACB9
               26              57               1              HE  1.01700   44006D39
               26              57               2              HE  0.93098   4400AD39
               27              57               1              HE  0.94048   44006DB9
               27              57               2              HE  0.93547   4400ADB9
               27              57               3              HE  1.00448   4400EDB9
               28              57               1              HE  1.15601   44006E39
               28              57               2              HE  1.06566   4400AE39
               28              57               3              HE  0.97821   4400EE39
               29              57               1              HE  0.98092   44006EB9
               29              57               2              HE  0.98092   4400AEB9
               16              58               3              HE  1.01630   4400E83A
               17              58               1              HE  1.06576   440068BA
               18              58               1              HE  0.87925   4400693A
               18              58               2              HE  0.79275   4400A93A
               19              58               1              HE  0.87455   440069BA
               19              58               2              HE  0.80331   4400A9BA
               20              58               1              HE  0.86362   44006A3A
